time_sec,mid_price,best_bid,best_ask,hft_agg_inventory,imbalance
94.0,1153.75,1153.75,NaN,116.0,1.0
95.0,1153.5,1153.5,NaN,120.0,1.0
96.0,1153.0,1153.0,NaN,118.0,1.0
97.0,1153.5,1153.5,NaN,119.0,1.0
98.0,1153.5,1153.5,NaN,120.0,1.0
99.0,1153.0,1153.0,NaN,118.0,1.0
100.0,1155.5,1155.0,1156.0,114.0,0.3333333333333333
101.0,1156.25,1156.25,NaN,117.0,1.0
102.0,1155.75,1155.75,NaN,118.0,1.0
103.0,1158.0,1158.0,NaN,117.0,1.0
104.0,1158.75,1158.75,NaN,116.0,1.0
105.0,1158.0,1157.0,1159.0,89.0,0.2222222222222222
106.0,1159.25,1159.25,NaN,115.0,1.0
107.0,1160.0,1160.0,NaN,118.0,1.0
108.0,1163.75,1163.75,NaN,115.0,1.0
109.0,1164.25,1164.25,NaN,118.0,1.0
110.0,1164.25,1164.25,NaN,120.0,1.0
111.0,1157.875,1157.5,1158.25,101.0,0.16666666666666666
112.0,1150.25,1150.0,1150.5,81.0,-0.47368421052631576
113.0,1151.625,1151.25,1152.0,54.0,-0.6666666666666666
114.0,1152.5,NaN,1152.5,20.0,-1.0
115.0,1152.75,1151.75,1153.75,17.0,-0.6666666666666666
116.0,1155.0,NaN,1155.0,22.0,-1.0
117.0,1155.875,1155.25,1156.5,42.0,-0.5714285714285714
118.0,1155.25,1155.25,NaN,32.0,1.0
119.0,1155.25,1155.25,NaN,22.0,1.0
120.0,1156.0,1155.5,1156.5,31.0,0.8461538461538461
121.0,1155.5,1155.5,NaN,57.0,1.0
122.0,1156.875,1156.25,1157.5,70.0,0.5
123.0,1157.25,1157.25,NaN,93.0,1.0
124.0,1157.0,1157.0,NaN,105.0,1.0
125.0,1156.75,1156.75,NaN,108.0,1.0
126.0,1157.0,1157.0,NaN,115.0,1.0
127.0,1157.75,1157.75,NaN,116.0,1.0
128.0,1158.25,1158.25,NaN,114.0,1.0
129.0,1158.25,1158.25,NaN,120.0,1.0
130.0,1159.75,1159.75,NaN,119.0,1.0
131.0,1159.75,1159.75,NaN,120.0,1.0
132.0,1160.0,1160.0,NaN,118.0,1.0
133.0,1160.0,1160.0,NaN,118.0,1.0
134.0,1160.75,1160.75,NaN,115.0,1.0
135.0,1160.875,1160.25,1161.5,118.0,0.75
136.0,1161.5,1161.5,NaN,115.0,1.0
137.0,1162.0,1161.25,1162.75,118.0,0.6
138.0,1161.5,1161.5,NaN,120.0,1.0
139.0,1161.75,1161.75,NaN,117.0,1.0
140.0,1163.0,1163.0,NaN,118.0,1.0
141.0,1162.5,1162.5,NaN,120.0,1.0
142.0,1162.25,1162.25,NaN,119.0,1.0
143.0,1162.0,1162.0,NaN,119.0,1.0
144.0,1162.5,1162.5,NaN,120.0,1.0
145.0,1162.5,1162.5,NaN,118.0,1.0
146.0,1162.5,1162.5,NaN,119.0,1.0
147.0,1163.0,1163.0,NaN,118.0,1.0
148.0,1163.25,1163.25,NaN,115.0,1.0
149.0,1163.75,1163.75,NaN,114.0,1.0
150.0,1165.25,1165.25,NaN,115.0,1.0
151.0,1167.5,1167.5,NaN,117.0,1.0
152.0,1168.25,1167.5,1169.0,118.0,0.875
153.0,1168.5,1168.5,NaN,119.0,1.0
154.0,1168.0,1168.0,NaN,120.0,1.0
155.0,1168.25,1168.25,NaN,118.0,1.0
156.0,1167.75,1167.75,NaN,118.0,1.0
157.0,1167.75,1167.75,NaN,120.0,1.0
158.0,1168.0,1168.0,NaN,120.0,1.0
159.0,1169.0,1169.0,NaN,119.0,1.0
160.0,1169.0,1169.0,NaN,119.0,1.0
161.0,1169.25,1169.25,NaN,118.0,1.0
162.0,1170.25,1170.25,NaN,118.0,1.0
163.0,1170.5,1170.5,NaN,118.0,1.0
164.0,1171.75,1171.75,NaN,116.0,1.0
165.0,1173.5,1173.5,NaN,116.0,1.0
166.0,1169.0,1168.0,1170.0,90.0,0.36363636363636365
167.0,1170.5,1170.5,NaN,114.0,1.0
168.0,1171.0,1171.0,NaN,119.0,1.0
169.0,1169.625,1169.0,1170.25,95.0,-0.058823529411764705
170.0,1171.75,1171.0,1172.5,112.0,0.8571428571428571
171.0,1169.5,1169.0,1170.0,103.0,0.15789473684210525
172.0,1169.25,1169.25,NaN,118.0,1.0
173.0,1170.5,1170.5,NaN,119.0,1.0
174.0,1171.75,1171.5,1172.0,87.0,-0.8
175.0,1175.375,1174.75,1176.0,93.0,0.42857142857142855
176.0,1181.125,1180.5,1181.75,71.0,-0.6666666666666666
177.0,1181.75,NaN,1181.75,49.0,-1.0
178.0,1182.75,NaN,1182.75,27.0,-1.0
179.0,1182.25,1181.75,1182.75,26.0,-0.6842105263157895
180.0,1182.125,1181.5,1182.75,41.0,-0.9166666666666666
181.0,1181.875,1181.25,1182.5,60.0,-0.8333333333333334
182.0,1181.125,1180.25,1182.0,79.0,-0.8947368421052632
183.0,1180.25,1179.75,1180.75,93.0,-0.45454545454545453
184.0,1177.75,1177.0,1178.5,107.0,-0.8
185.0,1176.0,1175.25,1176.75,115.0,-0.8666666666666667
186.0,1175.5,NaN,1175.5,116.0,-1.0
187.0,1174.5,NaN,1174.5,118.0,-1.0
188.0,1173.5,1172.75,1174.25,115.0,-0.8888888888888888
189.0,1174.5,NaN,1174.5,119.0,-1.0
190.0,1175.0,NaN,1175.0,119.0,-1.0
191.0,1175.0,NaN,1175.0,120.0,-1.0
192.0,1175.25,NaN,1175.25,118.0,-1.0
193.0,1174.25,1173.25,1175.25,106.0,-0.3333333333333333
194.0,1176.75,1176.75,NaN,75.0,1.0
195.0,1177.125,1176.75,1177.5,57.0,0.5652173913043478
196.0,1176.375,1175.75,1177.0,70.0,-0.75
197.0,1174.125,1173.5,1174.75,88.0,-0.75
198.0,1171.625,1171.0,1172.25,92.0,-0.125
199.0,1171.375,1170.75,1172.0,54.0,0.6
200.0,1171.25,1170.75,1171.75,38.0,0.2
201.0,1169.75,1169.75,NaN,42.0,1.0
202.0,1169.5,1168.75,1170.25,37.0,-0.25
203.0,1167.875,1167.5,1168.25,37.0,0.45454545454545453
204.0,1167.0,1166.75,1167.25,33.0,0.5555555555555556
205.0,1166.5,1166.5,NaN,57.0,1.0
206.0,1168.0,1167.0,1169.0,67.0,0.9166666666666666
207.0,1167.5,1167.5,NaN,82.0,1.0
208.0,1167.75,1167.75,NaN,92.0,1.0
209.0,1169.5,NaN,1169.5,64.0,-1.0
210.0,1169.25,1169.0,1169.5,52.0,-0.8461538461538461
211.0,1169.25,1168.5,1170.0,39.0,-0.6666666666666666
212.0,1169.5,1169.0,1170.0,33.0,-0.76
213.0,1169.75,1169.25,1170.25,49.0,-0.84
214.0,1169.5,NaN,1169.5,74.0,-1.0
215.0,1168.75,NaN,1168.75,92.0,-1.0
216.0,1167.0,NaN,1167.0,105.0,-1.0
217.0,1166.75,NaN,1166.75,111.0,-1.0
218.0,1165.0,NaN,1165.0,116.0,-1.0
219.0,1165.0,NaN,1165.0,118.0,-1.0
220.0,1165.0,NaN,1165.0,119.0,-1.0
221.0,1165.0,NaN,1165.0,120.0,-1.0
222.0,1164.375,1163.75,1165.0,99.0,0.07692307692307693
223.0,1169.625,1167.75,1171.5,82.0,0.7777777777777778
224.0,1164.375,1163.75,1165.0,85.0,-0.21739130434782608
225.0,1164.125,1163.5,1164.75,71.0,-0.16666666666666666
226.0,1162.5,1162.5,NaN,43.0,1.0
227.0,1162.625,1162.0,1163.25,71.0,-0.6363636363636364
228.0,1163.0,1162.75,1163.25,56.0,0.5
229.0,1160.0,1159.25,1160.75,44.0,0.38461538461538464
230.0,1158.625,1158.25,1159.0,25.0,0.8181818181818182
231.0,1158.0,1158.0,NaN,22.0,1.0
232.0,1158.5,1158.0,1159.0,33.0,-0.6666666666666666
233.0,1157.5,1157.5,NaN,34.0,1.0
234.0,1157.0,1157.0,NaN,33.0,1.0
235.0,1155.5,1154.75,1156.25,40.0,0.6363636363636364
236.0,1155.5,1155.0,1156.0,41.0,0.5294117647058824
237.0,1155.5,NaN,1155.5,37.0,-1.0
238.0,1154.875,1154.25,1155.5,49.0,-0.7391304347826086
239.0,1154.5,1154.0,1155.0,40.0,0.0
240.0,1154.625,1154.0,1155.25,58.0,-0.875
241.0,1153.0,1153.0,NaN,47.0,1.0
242.0,1153.875,1153.25,1154.5,46.0,0.7777777777777778
243.0,1154.0,1154.0,NaN,49.0,1.0
244.0,1154.25,1154.25,NaN,61.0,1.0
245.0,1156.125,1155.5,1156.75,75.0,0.6470588235294118
246.0,1156.875,1156.25,1157.5,86.0,0.42857142857142855
247.0,1157.75,1157.75,NaN,98.0,1.0
248.0,1158.25,1158.25,NaN,108.0,1.0
249.0,1161.625,1161.0,1162.25,109.0,0.42857142857142855
250.0,1162.0,1161.5,1162.5,100.0,0.0
251.0,1160.625,1159.75,1161.5,95.0,0.2857142857142857
252.0,1161.75,1161.5,1162.0,73.0,-0.8
253.0,1164.25,1163.5,1165.0,63.0,-0.2
254.0,1165.0,1164.25,1165.75,91.0,0.8333333333333334
255.0,1166.0,1166.0,NaN,101.0,1.0
256.0,1170.75,1170.25,1171.25,88.0,0.21739130434782608
257.0,1171.375,1170.5,1172.25,89.0,-0.3333333333333333
258.0,1173.75,1173.5,1174.0,65.0,-0.6923076923076923
259.0,1173.75,1173.25,1174.25,42.0,-0.7777777777777778
260.0,1174.5,NaN,1174.5,18.0,-1.0
261.0,1174.5,NaN,1174.5,23.0,-1.0
262.0,1173.875,1173.25,1174.5,38.0,-0.6
263.0,1173.0,1172.25,1173.75,59.0,-0.625
264.0,1173.125,1172.5,1173.75,81.0,-0.8823529411764706
265.0,1173.5,NaN,1173.5,102.0,-1.0
266.0,1169.25,NaN,1169.25,116.0,-1.0
267.0,1167.5,1167.25,1167.75,110.0,-0.2
268.0,1166.625,1166.25,1167.0,118.0,-0.8333333333333334
269.0,1167.5,NaN,1167.5,115.0,-1.0
270.0,1167.25,NaN,1167.25,111.0,-1.0
271.0,1163.375,1162.75,1164.0,114.0,-0.42857142857142855
272.0,1162.25,1161.5,1163.0,116.0,-0.8666666666666667
273.0,1162.0,NaN,1162.0,117.0,-1.0
274.0,1161.25,1160.5,1162.0,115.0,-0.9047619047619048
275.0,1160.75,NaN,1160.75,116.0,-1.0
276.0,1159.75,NaN,1159.75,115.0,-1.0
277.0,1158.0,NaN,1158.0,116.0,-1.0
278.0,1156.5,1155.75,1157.25,115.0,-0.8571428571428571
279.0,1157.0,NaN,1157.0,117.0,-1.0
280.0,1157.25,NaN,1157.25,116.0,-1.0
281.0,1156.5,NaN,1156.5,116.0,-1.0
282.0,1157.25,NaN,1157.25,117.0,-1.0
283.0,1156.5,1155.75,1157.25,118.0,-0.8666666666666667
284.0,1156.375,1155.75,1157.0,116.0,-0.7333333333333333
285.0,1158.875,1157.75,1160.0,94.0,0.047619047619047616
286.0,1157.25,1157.0,1157.5,74.0,0.8
287.0,1157.25,1157.0,1157.5,46.0,0.7894736842105263
288.0,1157.125,1157.0,1157.25,30.0,0.7391304347826086
289.0,1157.25,1156.75,1157.75,26.0,0.8333333333333334
290.0,1157.5,1156.75,1158.25,29.0,-0.5789473684210527
291.0,1157.0,1156.5,1157.5,49.0,-0.8260869565217391
292.0,1156.5,1155.75,1157.25,70.0,-0.7142857142857143
293.0,1155.75,1155.0,1156.5,86.0,-0.875
294.0,1157.25,NaN,1157.25,84.0,-1.0
295.0,1154.5,1153.75,1155.25,99.0,-0.8
296.0,1152.125,1151.25,1153.0,104.0,-0.7333333333333333
297.0,1154.625,1154.0,1155.25,93.0,0.15789473684210525
298.0,1153.625,1153.25,1154.0,75.0,0.2857142857142857
299.0,1152.0,1152.0,NaN,44.0,1.0
300.0,1151.25,1151.25,NaN,23.0,1.0
301.0,1151.625,1151.0,1152.25,27.0,0.875
302.0,1150.75,1150.75,NaN,35.0,1.0
303.0,1151.75,1151.25,1152.25,51.0,0.7647058823529411
304.0,1151.75,1151.0,1152.5,69.0,0.8181818181818182
305.0,1151.875,1151.25,1152.5,84.0,0.5789473684210527
306.0,1152.5,1152.5,NaN,102.0,1.0
307.0,1155.25,NaN,1155.25,75.0,-1.0
308.0,1155.375,1155.0,1155.75,49.0,-0.5238095238095238
309.0,1155.75,NaN,1155.75,26.0,-1.0
310.0,1155.75,NaN,1155.75,25.0,-1.0
311.0,1154.375,1154.0,1154.75,23.0,0.5
312.0,1154.625,1154.0,1155.25,17.0,0.1111111111111111
313.0,1153.0,1152.5,1153.5,24.0,0.75
314.0,1152.5,1152.0,1153.0,39.0,0.7777777777777778
315.0,1152.375,1151.75,1153.0,63.0,0.6923076923076923
316.0,1152.125,1151.5,1152.75,78.0,0.7333333333333333
317.0,1154.375,1153.75,1155.0,93.0,0.8181818181818182
318.0,1153.5,1153.5,NaN,99.0,1.0
319.0,1156.0,1155.25,1156.75,114.0,0.6
320.0,1155.75,1155.75,NaN,114.0,1.0
321.0,1156.0,1156.0,NaN,113.0,1.0
322.0,1154.0,1153.5,1154.5,100.0,0.14285714285714285
323.0,1155.0,1155.0,NaN,103.0,1.0
324.0,1155.5,1154.5,1156.5,111.0,0.7777777777777778
325.0,1155.0,1155.0,NaN,117.0,1.0
326.0,1154.75,1154.75,NaN,115.0,1.0
327.0,1154.75,1154.75,NaN,116.0,1.0
328.0,1154.75,1154.75,NaN,114.0,1.0
329.0,1155.75,1155.75,NaN,120.0,1.0
330.0,1155.25,1155.25,NaN,119.0,1.0
331.0,1157.5,1157.5,NaN,118.0,1.0
332.0,1155.5,1153.75,1157.25,99.0,-0.6666666666666666
333.0,1158.25,NaN,1158.25,71.0,-1.0
334.0,1158.25,NaN,1158.25,51.0,-1.0
335.0,1157.625,1157.0,1158.25,29.0,-0.9047619047619048
336.0,1157.875,1157.5,1158.25,31.0,-0.7333333333333333
337.0,1158.5,1158.25,1158.75,35.0,-0.6666666666666666
338.0,1158.0,NaN,1158.0,61.0,-1.0
339.0,1157.5,NaN,1157.5,81.0,-1.0
340.0,1156.25,NaN,1156.25,94.0,-1.0
341.0,1154.25,1153.5,1155.0,102.0,-0.5555555555555556
342.0,1155.5,NaN,1155.5,101.0,-1.0
343.0,1152.0,NaN,1152.0,113.0,-1.0
344.0,1151.0,NaN,1151.0,118.0,-1.0
345.0,1151.5,NaN,1151.5,117.0,-1.0
346.0,1150.5,1149.75,1151.25,117.0,-0.8823529411764706
347.0,1150.75,NaN,1150.75,120.0,-1.0
348.0,1150.0,NaN,1150.0,118.0,-1.0
349.0,1150.5,NaN,1150.5,119.0,-1.0
