time_sec,vpin
90.44207412750838,0.9357312740976212
103.77920058969832,0.9357312749915117
110.18243820763502,0.9318474435292491
114.13018987751349,0.9318575912206735
118.41094516013001,0.9318677380184636
123.35827863729891,0.9180832066600682
135.47129104428507,0.91808317715928
148.46088123803872,0.9180804879145273
162.23833027654865,0.9180804879329102
168.50459770118917,0.8951677297171767
173.10238793393663,0.8722543091612802
176.65986192691665,0.886038841413566
181.33778732583858,0.8435221293193906
188.37504099638937,0.8511578657316075
194.69932144773702,0.8863495680022916
198.37554651853546,0.886349568002294
202.08490049661023,0.8511578362305655
207.08456412923465,0.8532317936884368
211.0289327998894,0.8394472614364069
216.08424296719403,0.8394445435845004
222.5812727304725,0.8532284134943448
226.21317902253728,0.8532284429953629
230.05682681335873,0.8531246144502267
234.078366692121,0.84548887803801
238.31297277887086,0.8681021283206776
241.44870967130126,0.8907153786033453
246.7806068726565,0.8907052309116648
250.7236754549323,0.9408576785241666
254.75310363416318,0.9408576785218882
258.9669775833766,0.9408577080229326
263.72036322555823,0.9400863966296864
269.1505481989206,0.9752781275075245
275.3678443828218,0.977088001530299
284.2587259231545,0.9556808020108563
288.8254634232392,0.9327701001984784
293.13140900569726,0.8975790307691914
297.64036160583646,0.8899432943570007
301.84170265531293,0.890049841647934
306.5048195844036,0.8958757040373765
310.5327836842578,0.8958757040373764
313.74574288762994,0.8922920428322381
318.0921960387582,0.8571104587521903
322.5161936055456,0.8219187278743523
328.0228831846612,0.7990053073184556
333.48877363395627,0.7760918867602807
337.51070235555835,0.7765630278780195
342.7466205857725,0.7765630287719097
353.64810526902824,0.7747531547491354
365.443924044298,0.8099104256045163
379.0889107054882,0.8190393139104054
388.0641459929514,0.8503472142014883
391.5411078556115,0.857982950613705
395.6019362552619,0.8503472142014882
400.1336102150018,0.8521570880896946
405.3745540669389,0.8524545396194048
409.8980668867052,0.8563282234083699
415.1479191133874,0.8914134078891651
423.23228591390045,0.9263049693853862
429.6960027646257,0.9492082422518807
434.3437585980027,0.9682378313294099
437.9465194914132,0.9685380007110268
448.2523874153757,0.968537995321584
458.6888790517296,0.9703478398433141
470.37212444302236,0.9474688802014868
477.7266303035038,0.9260616806820441
492.68466343609606,0.9299353644710093
499.4254981194509,0.879782915964617
504.6086802122109,0.8874186523768337
514.3101152402805,0.8874186523768337
523.37911731042,0.8871212008471234
538.115311689539,0.8519396167670755
548.5931662892342,0.8382616318057229
559.6408166596499,0.8346779706005848
569.9485852128577,0.8346880887912208
581.5555481836001,0.8385617725801859
593.1765929241615,0.8385617725801859
605.2779157093029,0.8367519039468543
614.1649069115508,0.8138385128897236
620.7005922869693,0.8367519333133306
625.0083882696998,0.8719436650850592
632.0772249184014,0.8218013642703474
636.7234865176878,0.8719193518603919
641.0478510259469,0.8719166331145949
647.7423056661395,0.8719064855574826
656.6619833011079,0.8721965081413092
672.3746521229923,0.9055783658902633
689.1267761964476,0.9193628981425491
696.3595069660328,0.90033330906502
700.7020271296526,0.9003333384314963
705.0950165330815,0.9003090252068291
711.7906261595574,0.9003090261007195
715.4736926627917,0.8982350686428483
720.1208777719631,0.8859567574292949
724.1590339904916,0.8856565872883556
726.7987177605071,0.8856559249459139
730.5192774919585,0.9319245419716606
733.828263900118,0.931852455597075
737.9314896503003,0.8817027258364799
746.7964546260276,0.8817128735097773
760.8315511078179,0.8816164739105247
764.4794069209676,0.8833918870169516
769.1761995050024,0.8833891682711545
781.146258997584,0.9061960415383962
789.1278957873767,0.9058958713974569
793.0529482193778,0.9051590209205586
796.5931241972204,0.9043877095273122
800.2392793981435,0.894487008755672
803.529564647967,0.9289074291341545
807.2794492882118,0.9154230671573759
812.0943910857369,0.9153171822088841
820.7010103900152,0.8525343470895299
829.9488408721892,0.8526402320380215
832.7158978125273,0.9026861332534806
837.2489532760889,0.8889016010195776
844.8305030308414,0.8890081483105106
852.78611916413,0.8890425797258139
864.6861711449201,0.8890351507799303
870.6251744028903,0.8891389793250666
883.531148801267,0.889439144211131
891.6290301836057,0.8884005815816027
895.1014237729487,0.8891718929748489
898.5478081990798,0.9029219643107871
903.0230488159924,0.8807798551458582
906.6285349034999,0.8937930760048981
912.0128018002805,0.8437471747894391
915.4903614277898,0.9104138413894391
918.5793237959309,0.9104117849860835
922.3976415696675,0.9028825958648002
926.3798244545297,0.8665146796106938
930.2160826626306,0.8626308481300482
933.8809245994214,0.8488463453788067
938.3986823178615,0.8350719608182013
945.7717018978835,0.8311908480833528
954.672053603945,0.8311881347269985
965.6850995430009,0.7978062769780445
977.5577479158064,0.7978062769777884
985.3549198444139,0.797840737894136
989.9789008827113,0.8207541584523108
994.7345839133634,0.807740937593271
1002.223029240626,0.8571220747064172
1010.3774936109331,0.7904554081064172
1020.2371556391648,0.7896868154589683
1037.479418585701,0.7955126778484106
1052.7831283237294,0.8417812948741572
1066.2763850417048,0.845665126354803
1079.49239457469,0.8594496586048105
1093.8996883381792,0.8731997299407489
1097.1579785358633,0.8770491005050468
1100.707063880886,0.877051819250844
1104.3471473780762,0.8984590187702863
1108.214144391917,0.898448871078862
1114.7330227423886,0.8482964225724695
1124.1277994039767,0.8345118903201838
1130.0722256551082,0.8482937038266727
1139.740961686597,0.7989125667135265
1148.9580621558653,0.8616954018328808
1158.1501330728313,0.8624639944803298
1167.2156725623956,0.864273868500826
1181.2364701147433,0.8014910333814717
1191.5912752342992,0.8014910038804273
1201.7053272925907,0.8007196924894595
1217.9591646484207,0.7778407328476321
1221.4143984962,0.7778650460722993
1226.5683424255158,0.7760551720495249
1231.2529768929492,0.7898397041672427
1235.584056965015,0.7546581200871947
1240.3639524799896,0.8048105390925425
1244.3995825230068,0.7956816507866534
1249.5752416867433,0.7956843695140678
1258.5896952948192,0.8320522857681741
1262.0268952947206,0.7857836687424274
1265.8969800501138,0.7850150760949784
1270.526296323142,0.7850144137548152
1277.4479715882105,0.851681080354815
1286.4024692884554,0.8516811098558333
1298.3192031789968,0.8386678889967936
1306.512575632606,0.8615806472125268
1313.593322313536,0.8615907947696394
1317.0389778184838,0.8634006687924136
1320.8554562363286,0.8626293575337357
1326.2567584081924,0.8978210892870812
1335.745451705756,0.8978209721324888
1345.607563636367,0.8978209721324887
1355.1854486645716,0.8978209712569813
1360.940510282419,0.9116055035092411
1367.0193355804408,0.9617579520133549
1370.4291527677008,0.962529263406601
1374.1085989087246,0.9625299257490163
1378.0467281006663,0.9607200517262419
1384.4777619850245,0.8940533851262682
1389.7246715957488,0.8940533851262681
1394.3986605745388,0.8802695152164238
1404.924252203846,0.8802695153509916
1419.764160178293,0.8450777835792632
1433.8539379996837,0.845548924697002
1445.5949243890614,0.8455489193259421
1458.6044595349927,0.8455490364805347
